,content,categories,priority
9974,important website see area area flood our state see flood like never see before ,,
9975,onslow county where live didn t know buss people out until get tennessee idea would prior public announcement also shelter open onslow county ahead storm ,,
9976,soggy w power keep eye low area flood start here hold steady ty ,,
9977,while strong wind now stretch across bald head island fort caswell oak island holden ocean isle sunset north myrtle beach modest breeze today tomorrow more off rain currently 15 knot apex gray sky ,,
9978,blc student grateful all serve ,,
9979,extremely grateful our power never go out during storm our town didn t really see much damage feared flooding hasn t issue ,,
9980,thread study conduct post hurricane use random sampling household 1 important retality rate include some die because hurricane lot aftermath include decrease ,,
9981,due develop weather concern our church office close until mon sep 17 9am up date info please go please don t drive heavy rain wind unless life death emergency ,,
9982,down tree power line doe trail dillon south carolina 29536 ,,
9983,people effect hurricane today mall close get our wall flower online sale shipping waive ,,
9984,florence s wrath s mess huge down tree block street powerlines down more rain make matter bad ,,
9985,hi realize only local weather since s only cover north south carolina should debris clear when make 5 hour drive see charlotte oven theater 22nd ,,
9986,few tree fell few people power out damn re good go wilmington new bern ask how re 704 damn dramatic ,,
9987,hurricane outside problem when your dad own rush train rain shine ,,
9988,2 07 pm edt 5 ese clarendon columbus co nc dept highway report flash flood mollie road near u 701 columbus county near tabor city close due flood ,,
9989,still rain go house still power some standing water flooding tree down roof damage see take close lool when weather well whenever ,,
9990,re keep eye durham road rain continue fall ,,
9991,hurricane inside sidewalk sale continue great buy towel lot great deal ,,
9992,week s read during hurricane defend spry alongside male counterpart ,,
9993,service suck over here east coast during hurricane florence need credit my account last 3 4 day ain t able get service ,,
9994,band rain heavy time continue move through today wind gusts possible 35 45 mph here columbia ,,
9995,take moment head over wewilmrebuild see how help wilmington affect hurricane florence your help make ,,
9996,glad bad triangle predict prayer go out any area flood now gon na all food snack ,,
9997,thank come help u out hurricane florence ,,
9998,my town late update 2 foot rain fell w 3 12 more inch likely currently pour 50mph wind even though 193miles away ,,
9999,play game baby me six flag over georgia hurricane harbor ,,
10000,ecu folks how bad damage hurricane where far ,,
10001,yes safe mostly dry here north carolina thank wonderful interview ,,
10002,overwhelm generosity our community unfortunately unable accept donation clothing item our shelter resource space necessary such donation just too large ,,
10003,weather report day rain rain more rain consist wind gust rain relentless encounter flooding approach new bern nc ,,
10004,1 00 edt 1 ssw oriental pamlico co nc mesonet report heavy rain m0 00 inch observe station 1 ssw oriental may experience data issue during hurricane florence correction previously send report 1 9 ,,
10005,stand bridge nitrole dam afternoon ,,
10006,update light rain wind beer flow shrimp barbie ,,
10007,haven t even see crabtree mall s rain s flooding joint ,,
10008,gangler alert hurricane joseph move prove category 5 still grow hit shelby 2 week get prepare now ,,
10009,response devastation hurricane florence leave behind here update tomorrow s service instead church re go church ,,
10010,update worship thankful lord protection during storm strong wind celebrate storm departure tomorrow worship 10am sunday ,,
10011,tonight ten hear one man s story cling tree seven hour hurricane until member ny task force 1 able safely rescue him ,,
10012,dear all national news outlet cover hurricane florence horry county pronounce ree thank love south carolina ,,
10013,more downtown photo ,,
10014,my stomach knot all flooding damage whiteville ,,
10015,close indefinitely our crew safe brick stick rebuild wish our friend community speedy recovery ,,
10016,when come rescue grateful aspect human kindness folk stop nothing help animal ,,
10017,officially lose power here mount ulla nc ,,
10018,hurricane prep w alcoholic smoothy ,,
10019,deny nearly 3 000 death maria puerto rico silence our death here north carolina need leader asleep wheel ,,
10020,concern orographic lift mtns once begin really move 1940 flood similar hurricane ,,
10021,think gain 10 pound since hurricane hit u ,,
10022,1 3 strong rain band produce gusty wind heavy rainfall across portion county ,,
10023,continue pour down eastern nc get through power recovery swift consider large impact ,,
10024,don please stop spread false information person county flash flooding numerous tree down across county s just southern nc everybody issue ,,
10025,flo wore out bark wind ,,
10026,situation morning yuck official urge driver stay off road unless absolutely necessary tree fall power line go down flash flooding continue flash flood warning set until 1 30 though may extend ,,
10027,hurricane run felt great get out run rain still fall hurricane florence much flooding expect coming day ,,
10028,go walk through downtown wilmington nc take couple pic wilmington riverfront ,,
10029,me share myrtle beach hurricane footage alligator roam street ny follower florida wild ,,
10030,day 6 10 33 m hurricane pro tip buy your hurricane bread day 1 moldy time hurricane arrives ,,
10031,live fthills s lie lie area s under water storm basically just get me few hr ago high wind sheet misty rain real rain here now should go until tomorrow 2 mph storm my friend east need prayer ,,
10032,all animal start line up pair down my street ,,
10033,prayer everyone back home columbus county ilm ,,
10034,carl ford barbara jackson s sign stand strong through tropical storm wind then stand strong hold public office vote carl ford senate vote barbara jackson nc supreme court ,,
10035,always feels good see roll white oak area evacuee transport more stable shelter thanks marine ,,
10036,nc dot currently land access into wilmington nc road close ,,
10037,get into place where s hard get north carolina day 3 help out victim please support mission click link below ,,
10038,mean somebody baby tool belt drive home guilt sorry hurricane fuck u up right now our bad ,,
10039,thank all help u set such great example u all ,,
10040,well school look good just some limb leave flooding see kid need play gym burning energy ,,
10041,why report hurricane bad than hugo wasn t bad bad flood just rain before give me break ,,
10042,al still hasn t verify video s 14 hour hurricane v normal men walk just wonderful time behind weather man hold ,,
10043,just check update tropical storm florence lot rain 10 inch far localized flood power still my headache finally ,,
10044,ft hurricane florence ,,
10045,sign language s interpret north carolina s storm update thousand alum monica mcgee perform great service during florence hearing impair community ,,
10046,extensive flooding columbus cty slow restoration effort town like whiteville flood substation down transmission line priority right now also conduct damage assessment across county ,,
10047,due possible rise water high wind operate 2 hr delay w option close mon sept 17 go ,,
10048,rather weather right now instead hurricane waxhaw north carolina ,,
10049,yall disrespect my wife give me during hurricane regard my foot beyond me ,,
10050,receive text our power restore monday afternoon 1 customer 2 never lose power thank local co op 3 how corporation access my number ,,
10051,bruiser survive storm north carolina ,,
10052,mccoll sc flooding ,,
10053,flash flooding metropolitan charlotte remain hurricane florence via 3 6 more inch rain fall since 3 flash flooding continue ,,
10054,think lot last four day father because many your photo look skyward frantic scene newscast belie relentless rotation hurricane cloud deliberation tell below must accept whatever damage death storm brings ,,
10055,ppl post story flooding snapchat give me good update than news channel ,,
10056,massive sinkhole 40 leave right before exit 420b ,,
10057,thank our staff volunteer safely prepare our white flag guest relocate ,,
10058,north carolinian never take thing seriously ,,
10059,se ma trt set up new base ready deployment new area north carolina team drive through torrential rain new stag area ,,
10060,find person drive hour middle hurricane bring dinner then never let go ,,
10061,go say once life time flood situation county 3 location identify shelter s need decision open shelter make tonight ,,
10062,hey me soon hurricane finally leave steakhouse open up somewhere within 100 mile ,,
10063,rain finally subside ,,
10064,only fayetteville see someone out canoeing hurricane ,,
10065,where 1800 lineman sleep after restore power thousand customer impact here sleep city each trailer hold 36 lineman help get some rest ,,
10066,today s extend forecast ,,
10067,wilmington fire department pray after loss mother 8 month old baby both crush inside home fall tree ,,
10068,flood charlotte get bad think might almost over ,,
10069,sorry hurricane refugee couldn t watch any game today happen gronk today jax cover him just one day ,,
10070,really see extent flooding cause hurricane florence drone footage downtown fayetteville north carolina today rain hard almost all day flooding only go get bad ,,
10071,random think rooftop escape mobile home case flood ,,
10072,lumber river fair bluff rise 3 ft last 11 hour town brace flood bad than matthew jody johnson ,,
10073,davidson county school close today due inclement weather flooding concern news 2 viewer brandon benton post picture facebook s photo show floodwaters behind denton elementary morning our crew spot water road ,,
10074,today tomorrow donate item take carolina bottle water cleaning supply diaper between 10 6 wsb 1601 w peachtree st care others 3537 brown mill road atlanta ,,
10075,miss my fianc e much while im up carolina restore power ,,
10076,people need help heartwarming volunteer morning hurricane florence disaster relief drive happen now join american red cross south carolina ,,
10077,flood behind my place creek flow into morgan creek ,,
10078,updated statement say student absence excuse today durham parent complain student travel road flood tornado warning issue ,,
10079,when weather outside frightful s good time stay inside work some sculpting ,,
10080,every little bit help people affect your donation enable prepare respond help people recover disaster ,,
10081,sum up our week far get cow ,,
10082,thankful everyone keep u prayer spar u school get cancel due some flood around city u thankfully venture ,,
10083,yadkin river donnaha hwy 67 well out bank monday morning wake hurricane florence donnaha park ,,
10084,anticipate people didn t order due hurricane come get need clean eatz greenville nc ,,
10085,fake road open now close due flood ,,
10086,keep your thought prayer move out recovery just begin please stay indoors flooding expect rise still need road clear first responder cargo district still close until further notice best ,,
10087,cancel class hurricane sun out ,,
10088,2 program get together demo chef michael greenville tech culinary institute carolina ,,
10089,last night more than 15 000 people seek refuge more than 150 red cross community shelter across impacted region help support red cross relief effort visit text florence 90999 make 10 donation ,,
10090,well think make bad pass u now m very grateful report shop good my sandbag hold many affect hurricane think ,,
10091,play network rely upon any emergency ,,
10092,take dog cat thing state fairground donate animal relocate coast north carolina state fairground ,,
10093,ice really use hurricane way detain innocent people m fuck sick ,,
10094,glad just saw sun few minute rest eastern southern north carolina flood badly ,,
10095,close due flood near durham tech community college alt roxboro snow hl rd torredge rd ,,
10096,along neuse river downtown smithfield nc ,,
10097,hurricane flo officially pass outside our happy dance sun because our power back our damage minimal mail out three order brand new ,,
10098,hurricane florence fill lake overflow pump water out building basement flood tree fell into power line basement ok tree go power line fix class schedule tomorrow ready go ,,
10099,stunning sight off hwy 145 chesterfield county right down road north carolina border road border also wash out ,,
10100,thank best place work make sure all u employee affect hurricane florence help take care truly make all difference ,,
10101,thank all prayer thought all men other region affect our town down out take some time back well than ever ,,
10102,thank stand decency might add here s link how folk help hurricane relief ,,
10103,think water go because hurricane ,,
10104,close flood alt durham chapel hill blvd old chapel hl rd both eb wb between farrington rd garrett rd ,,
10105,when last hurricane ,,
10106,when u hurricane area local news 24 7 get lose incredible coverage local reporter staff v natl team love twc watch local ppl cover florence awesome very heart hard work see how upset ,,
10107,shelter fayetteville nc damage hurricane florence need repair share legit around year great org my cat come many others use help too ,,
10108,san diego synagogue shoot 1 dead 3 injured ,,
10109,shoot report near san diego area synagogue ,,
10110,one dead several injure shoot san diego area synagogue ,,
10111,san diego synagogue shooter also sam hyde ,,
10112,other shooting ,,
10113,synagogue shoot california leaf least 1 dead 3 wound ,,
10114,one dead several injure southern california chabad synagogue ,,
10115,fatality hate crime mayor poway update shock detail synagogue shooting ,,
10116,1 dead suspect detain follow synagogue shoot poway ,,
10117,injury report after shoot california synagogue live update ,,
10118,man detain amp multiple injury report after shoot san diego synagogue ,,
10119,one dead synagogue shooting near san diego official say ,,
10120,sincere thank our great border patrol agent stop shooter synagogue poway california may off duty talent law enforcement weren t ,,
10121,shooting san diego synagogue six month day shooting pittsburgh synagogue ,,
10122,condemn strong term evil amp cowardly shoot chabad poway today jewish family celebrate passover one should fear house worship antisemitism isn t just wrong s evil ,,
10123,john t earnest suspect poway synagogue shoot ,,
10124,man whose name release use ar type assault weapon shoot worshipper chabad poway san diego county sheriff william gore tell reporter ,,
10125,police say synagogue suspect white male 19 arm ar 15 style semi automatic rifle ,,
10126,one dead three injure poway synagogue shoot ,,
10127,shoot san diego synagogue child among injured ,,
10128,multiple people gun down poway synagogue shooting ,,
10129,synagogue shoot leave 1 dead 3 injure san diego county msn ,,
10130,19 year old man arm rifle open fire inside synagogue near san diego worshipper celebrate last day passover kill woman wound three people saturday ,,
10131,shoot chabad synagogue san diego kill one injure three denis poroy ,,
10132,thought prayer all affect shooting synagogue poway california god bless all suspect apprehend law enforcement outstanding job thank ,,
10133,shooting poway final day passover six month since murder tree life synagogue heartbreaking pray family victim entire jewish community today ,,
10134,poway synagogue shoot update one woman dead three injure 19 year old white male suspect use ar type assault weapon custody rabbi among people shoot ,,
10135,today s attack synagogue sandiego thing keep get bleaker even most progressive liberal state ,,
10136,people run everywhere 1 dead 4 wound passover shooting synagogue near san diego ,,
10137,man custody after shooting san diego area synagogue last day passover kill one injure three town s mayor say ,,
10138,god bless fallen injure poway synagogue shoot such tragedy prayer ,,
10139,inside poway synagogue one guy shoot everybody cursing ,,
10140,several injure after gunman open fire san diego synagogue ,,
10141,another shooting synagogue time san diego ,,
10142,poway synagogue shooter typical republican poway synagogue shooter typical trump supporter poway synagogue shooter typical conservative want ,,
10143,four shot injure southern california chabad synagogue last day passover ,,
10144,another shooting place worship ,,
10145,poway synagogue shooter leave manifesto call president trump zionist anti white traitorous c cksucker ,,
10146,multiple injure san diego synagogue shooting ,,
10147,break nbc san diego report off duty u s border patrol agent poway synagogue open fire suspect prevent attack significantly bad ,,
10148,one kill three injure attack poway synagogue police detain man question ,,
10149,one dead three injure synagogue shooting poway california ,,
10150,yet obama democrat control didn t touch gun issue wonder why because s losing issue happen poway nutcase shot people care more your agenda than people d rather live dangerous freedom than peaceful slavery ,,
10151,trump respond poway synagogue shoot ,,
10152,border patrol agent shot gunman miss suspect himself then call law enforcement turn himself take into custody san diego police officer border patrol agent absolutely fuck all dumbass ,,
10153,injury report shoot california synagogue san diego sheriff ,,
10154,my heart go out all effect shooting synagogue poway california send my prayer victim friend amp family jewish community around world ,,
10155,break 19 year old adult white male san diego suspected shooter california synagogue official say suspect flee scene then surrender police ,,
10156,san diego police hold press brief poway synagogue shoot ,,
10157,4 injure shoot san diego synagogue man detain police ,,
10158,synagogue shoot leave 1 dead 3 wound poway near san diego cnn ,,
10159,how horrible m praying because s all sabbath last day passover shooter custody ,,
10160,break 1 dead several injure jewish synagogue gunman wear bulletproof vest helmet open fire synagogue target rabbi child stop armed guard midway through service ,,
10161,goodbye jew ,,
10162,t figure out why people anti mass shooting ,,
10163,poway synagogue shooter leave manifesto call president trump zionist anti white traitorous c cksucker via ,,
10164,synagogue shoot near san diego leave 1 dead 3 injured 19 year old arrest los angeles time ,,
10165,multiple people shoot attack poway synagogue police detain man question ,,
10166,1 dead 3 injure shoot san diego synagogue during passover celebration ,,
10167,shoot report near san diego area synagogue ,,
10168,one dead several injure shoot san diego area synagogue ,,
10169,san diego synagogue shooter rumor white nationalist ,,
10170,s time stop hate violence ,,
10171,synagogue shoot california leaf least 1 dead 3 wound ,,
10172,one dead several injure southern california chabad synagogue ,,
10173,fatality hate crime mayor poway update shock detail synagogue shooting ,,
10174,1 dead suspect detain follow synagogue shoot poway ,,
10175,injury report after shoot california synagogue live update ,,
10176,another shooting ,,
10177,man detain amp multiple injury report after shoot san diego synagogue ,,
10178,one dead synagogue shooting near san diego official say ,,
10179,sincere thank our great border patrol agent stop shooter synagogue poway california may off duty talent law enforcement weren t ,,
10180,condemn strong term evil amp cowardly shoot chabad poway today jewish family celebrate passover one should fear house worship antisemitism isn t just wrong s evil ,,
10181,john t earnest suspect poway synagogue shoot ,,
10182,gunman use ar type assault weapon shoot worshipper chabad poway san diego county sheriff william gore tell reporter ban assault weapon ,,
10183,police say synagogue suspect white male 19 arm ar 15 style semi automatic rifle ,,
10184,watch live watch special edition fox 5 news update deadly shooting poway synagogue ,,
10185,one dead three injure poway synagogue shoot ,,
10186,poway synagogue shooter expressly hat jew love trump ,,
10187,shoot san diego synagogue child among injured ,,
10188,police detain man shoot synagogue san diego area ,,
10189,synagogue shoot leave 1 dead 3 injure san diego county ,,
10190,19 year old man arm rifle open fire inside synagogue near san diego worshipper celebrate last day passover kill woman wound three people authority say ,,
10191,shoot chabad synagogue san diego kill one injure three denis poroy ,,
10192,thought prayer all affect shooting synagogue poway california god bless all suspect apprehend law enforcement outstanding job thank ,,
10193,hear shooting chabad poway thinking how thing affect just place attack entire jewish community 6 month since attack my hometown last day passover love entire jewish community today always ,,
10194,again via ,,
10195,poway synagogue shoot update one woman dead three injure 19 year old white male suspect use ar type assault weapon custody rabbi among people shoot ,,
10196,people run everywhere 1 dead 4 wound passover shooting synagogue near san diego ,,
10197,man custody after shooting san diego area synagogue last day passover kill one injure three town s mayor say ,,
10198,inside poway synagogue one guy shoot everybody cursing ,,
10199,shooting chabad synagogue putin s rabbi chbad community ,,
10200,several injure after gunman open fire san diego synagogue ,,
10201,four shot injure southern california chabad synagogue last day passover ,,
10202,poway synagogue shooter leave manifesto call president trump zionist anti white traitorous c cksucker ,,
10203,multiple injure san diego synagogue shooting ,,
10204,break nbc san diego report off duty u s border patrol agent poway synagogue open fire suspect prevent attack significantly bad ,,
10205,one kill three injure attack poway synagogue police detain man question ,,
10206,one dead three injure synagogue shooting poway california ,,
10207,trump respond poway synagogue shoot ,,
10208,fox border patrol agent inside synagogue poway ca when 19 yr old suspect start shoot border agent shot back save many individuales thank god border patrol agent ,,
10209,break 19 year old adult white male san diego suspected shooter california synagogue official say suspect flee scene then surrender police ,,
10210,san diego police hold press brief poway synagogue shoot via ,,
10211,synagogue shoot leave 1 dead 3 wound poway near san diego cnn ,,
10212,tl dead like people san diego synagogue ,,
10213,poway synagogue shooter leave manifesto call president trump zionist anti white traitorous c cksucker via ,,
10214,synagogue shoot near san diego leave 1 dead 3 injured 19 year old arrest los angeles time ,,
10215,1 dead 3 injure shoot san diego synagogue during passover celebration ,,
10216,one dead several injure shoot san diego area synagogue ,,
10217,shooting synagogue outside san diego where worshipper celebrate last day passover send four people hospital ,,
10218,deadly shoot synagogue ,,
10219,last day passover hate must stop ,,
10220,synagogue shoot california leaf least 1 dead 3 wound ,,
10221,one dead several injure southern california chabad synagogue ,,
10222,fatality hate crime mayor poway update shock detail synagogue shooting ,,
10223,1 dead suspect detain follow synagogue shoot poway ,,
10224,injury report after shoot california synagogue live update ,,
10225,prayer poway ca synagogue shoot ,,
10226,another shooting place worship ,,
10227,man detain amp multiple injury report after shoot san diego synagogue ,,
10228,one dead synagogue shooting near san diego official say ,,
10229,sincere thank our great border patrol agent stop shooter synagogue poway california may off duty talent law enforcement weren t ,,
10230,vp condemn strong term evil amp cowardly shoot chabad poway today jewish family celebrate passover one should fear house worship antisemitism isn t just wrong s evil ,,
10231,john t earnest suspect poway synagogue shoot ,,
10232,also happen man whose name release use ar type assault weapon shoot worshipper chabad poway san diego county sheriff william gore tell reporter article say white male s wrong very fine people trump ref ,,
10233,police say synagogue suspect white male 19 arm ar 15 style semi automatic rifle ,,
10234,one dead three injure poway synagogue shoot ,,
10235,why still happen sam zeif february 21 2018 ,,
10236,shoot san diego synagogue child among injured ,,
10237,police detain man shoot synagogue san diego area ,,
10238,synagogue shoot leave 1 dead 3 injure san diego county ,,
10239,19 year old man arm rifle open fire inside synagogue near san diego worshipper celebrate last day passover kill woman wound three people saturday authority say ,,
10240,shoot chabad synagogue san diego kill one injures three ,,
10241,thought prayer all affect shooting synagogue poway california god bless all suspect apprehend law enforcement outstanding job thank ,,
10242,poway synagogue shoot update one woman kill three other people injure 19 year old man custody suspect arm ar type assault weapon authority say ,,
10243,injury report after shoot california synagogue ,,
10244,people run everywhere 1 dead 4 wound passover shooting synagogue near san diego ,,
10245,horrible inside poway synagogue one guy shoot everybody cursing ,,
10246,shooting chabad poway ,,
10247,several injure after gunman open fire san diego synagogue ,,
10248,another mass shoot synagogue san diego ,,
10249,san diego shooting consider terrorist attack ,,
10250,prayer victim poway shoot ,,
10251,four shot injure southern california chabad synagogue last day passover ,,
10252,shoot poway synagogue terrorist attack ,,
10253,poway synagogue shooter leave manifesto call president trump zionist anti white traitorous c cksucker ,,
10254,break nbc san diego report off duty u s border patrol agent poway synagogue open fire suspect prevent attack significantly bad ,,
10255,6 month day pittsburgh shooting ,,
10256,one kill three injure attack poway synagogue police detain man question ,,
10257,one dead three injure synagogue shooting poway california ,,
10258,trump respond poway synagogue shoot ,,
10259,19 year old adult white male san diego suspected shooter california synagogue official say suspect flee scene then surrender police ,,
10260,san diego police hold press brief poway synagogue shoot via ,,
10261,synagogue shoot leave 1 dead 3 wound poway near san diego cnn ,,
10262,one dead mayor say ,,
10263,poway synagogue shooter leave manifesto call president trump zionist anti white traitorous c cksucker via ,,
10264,synagogue shoot near san diego leave 1 dead 3 injured 19 year old arrest los angeles time ,,
10265,shooting chabad poway synagogue today remember new york time promoted anti semitism week refuse apologize ,,
10266,1 dead 3 injure shoot san diego synagogue during passover celebration ,,
10267,one dead several injure shoot san diego area synagogue ,,
10268,kill worshipper synagogue poway california ,,
10269,san diego synagogue shooter identify ,,
10270,shoot report poway synagogue gii ,,
10271,break shoot synagogue poway california ,,
10272,don t understand much hate your heart ,,
10273,synagogue shoot california leaf least 1 dead 3 wound ,,
10274,one dead several injure southern california chabad synagogue ,,
10275,fatality hate crime mayor poway update shock detail synagogue shooting ,,
10276,1 dead suspect detain follow synagogue shoot poway ,,
10277,injury report after shoot california synagogue live update ,,
10278,man detain amp multiple injury report after shoot san diego synagogue ,,
10279,one dead synagogue shooting near san diego official say ,,
10280,sincere thank our great border patrol agent stop shooter synagogue poway california may off duty talent law enforcement weren t ,,
10281,condemn strong term evil amp cowardly shoot chabad poway today jewish family celebrate passover one should fear house worship antisemitism isn t just wrong s evil ,,
10282,john t earnest suspect poway synagogue shoot ,,
10283,police say synagogue suspect white male 19 arm ar 15 style semi automatic rifle ,,
10284,one dead three injure poway synagogue shoot ,,
10285,one dead three injure synagogue shooting poway california ,,
10286,shoot san diego synagogue child among injured ,,
10287,mayor 1 dead 3 injure passover hate crime ,,
10288,police detain man shoot synagogue san diego area ,,
10289,synagogue shoot leave 1 dead 3 injure san diego county ,,
10290,19 year old man arm rifle open fire inside synagogue near san diego worshipper celebrate last day passover kill woman wound three people saturday authority say ,,
10291,shoot chabad synagogue san diego kill one injures three ,,
10292,thought prayer all affect shooting synagogue poway california god bless all suspect apprehend law enforcement outstanding job thank ,,
10293,elderly woman die fire saturday morning preliminary detail plane crash release 1 person die after synagogue shooting ,,
10294,people run everywhere 1 dead 4 wound passover shooting synagogue near san diego ,,
10295,inside poway synagogue one guy shoot everybody cursing ,,
10296,several injure after gunman open fire san diego synagogue ,,
10297,four shot injure southern california chabad synagogue last day passover ,,
10298,poway synagogue shooter leave manifesto call president trump zionist anti white traitorous c cksucker ,,
10299,break nbc san diego report off duty u s border patrol agent poway synagogue open fire suspect prevent attack significantly bad ht ,,
10300,one kill three injure attack poway synagogue police detain man question ,,
10301,one dead three injure synagogue shooting poway california ,,
10302,trump poway synagogue look like hate crime ,,
10303,break 19 year old adult white male san diego suspected shooter california synagogue official say suspect flee scene then surrender police ,,
10304,san diego police hold press brief poway synagogue shoot via ,,
10305,synagogue shoot leave 1 dead 3 wound poway near san diego cnn ,,
10306,people say shoot up synagogue ,,
10307,poway synagogue shooter leave manifesto call president trump zionist anti white traitorous c cksucker via ,,
10308,synagogue shoot near san diego leave 1 dead 3 injured 19 year old arrest los angeles time ,,
10309,apology shooting chabad poway synagogue today remember new york time promoted anti semitism week refuse apologize ,,
10310,1 dead 3 injure shoot san diego synagogue during passover celebration ,,
10311,one dead several injure shoot san diego area synagogue ,,
10312,john t earnest san diego synagogue shooter ,,
10313,country contaminate hate ,,
10314,synagogue shoot california leaf least 1 dead 3 wound ,,
10315,one dead several injure southern california chabad synagogue ,,
10316,injury report after shoot california synagogue live update ,,
10317,man detain amp multiple injury report after shoot san diego synagogue ,,
10318,one dead synagogue shooting near san diego official say ,,
10319,sincere thank our great border patrol agent stop shooter synagogue poway california may off duty talent law enforcement weren t ,,
10320,condemn strong term evil amp cowardly shoot chabad poway today jewish family celebrate passover one should fear house worship antisemitism isn t just wrong s evil ,,
10321,john t earnest suspect poway synagogue shoot ,,
10322,hospital say s treat four people injure synagogue shooting near san diego condition unclear ,,
10323,police say synagogue suspect white male 19 arm ar 15 style semi automatic rifle ,,
10324,one dead three injure poway synagogue shoot ,,
10325,shoot san diego synagogue child among injured ,,
10326,mayor 1 dead 3 injure passover hate crime ,,
10327,synagogue shoot leave 1 dead 3 injure san diego county ,,
10328,t figure out why people anti mass shooting ,,
10329,man arm rifle open fire inside synagogue near san diego worshipper celebrate last day passover kill woman wound three people ,,
10330,shoot chabad synagogue san diego kill one injures three ,,
10331,thought prayer all affect shooting synagogue poway california god bless all suspect apprehend law enforcement outstanding job thank ,,
10332,course anti semitic cartoon nothing ,,
10333,late california synagogue shoot one person kill three injure 19 year old suspect custody authority look into legitimacy suspect s allege social medium post letter ,,
10334,cnnbrk man custody after shooting san diego area synagogue last day passover kill one injure three town s mayor say ,,
10335,prayer synagogue shooting poway ca ,,
10336,inside poway synagogue one guy shoot everybody curse los angeles time ,,
10337,four shot injure southern california chabad synagogue last day passover ,,
10338,poway synagogue shooter leave manifesto call president trump zionist anti white traitorous c cksucker ,,
10339,break nbc san diego report off duty u s border patrol agent poway synagogue open fire suspect prevent attack significantly bad ,,
10340,one kill three injure attack poway synagogue police detain man question ,,
10341,one dead three injure synagogue shooting poway california ,,
10342,trump poway synagogue look like hate crime ,,
10343,break 19 year old adult white male terrorist san diego suspected shooter california synagogue official say suspect flee scene then surrender police ,,
10344,san diego police hold press brief poway synagogue shoot via ,,
10345,synagogue shoot leave 1 dead 3 wound poway near san diego cnn ,,
10346,poway synagogue shooter leave manifesto call president trump zionist anti white traitorous c cksucker via ,,
10347,synagogue shoot near san diego leave 1 dead 3 injured 19 year old arrest los angeles time ,,
10348,1 dead 3 injure shoot san diego synagogue during passover celebration ,,
10349,one dead several injure shoot san diego area synagogue ,,
10350,john t earnest san diego synagogue shooter ,,
10351,1 dead poway california synagogue shoot ,,
10352,late shooting synagogue outside ,,
10353,1 dead 3 wound hate must stop ,,
10354,synagogue shoot california leaf least 1 dead 3 wound ,,
10355,man detain amp multiple injury report after shoot san diego synagogue ,,
10356,one dead synagogue shooting near san diego official say ,,
10357,sincere thank our great border patrol agent stop shooter synagogue poway california may off duty talent law enforcement weren t ,,
10358,condemn strong term evil amp cowardly shoot chabad poway today jewish family celebrate passover one should fear house worship antisemitism isn t just wrong s evil ,,
10359,john t earnest suspect poway synagogue shoot ,,
10360,police say synagogue suspect white male 19 arm ar 15 style semi automatic rifle ,,
10361,one dead three injure poway synagogue shoot ,,
10362,read my apr 28 newsletter feature shoot report near san diego area synagogue ,,
10363,shoot san diego synagogue child among injured ,,
10364,mayor 1 dead 3 injure passover hate crime ,,
10365,synagogue shoot leave 1 dead 3 injure san diego county ,,
10366,poway synagogue shoot omg s too close home ,,
10367,update 19 year old man arm rifle open fire inside synagogue near san diego worshipper celebrate last day passover kill woman wound three people saturday authority say ,,
10368,shoot chabad synagogue san diego kill one injures three ,,
10369,thought prayer all affect shooting synagogue poway california god bless all suspect apprehend law enforcement outstanding job thank ,,
10370,man custody after shooting san diego area synagogue last day passover kill one injure three town s mayor say cnnbrk ,,
10371,man custody follow synagogue shooting poway california ,,
10372,inside poway synagogue one guy shoot everybody curse los angeles time ,,
10373,prayer victim poway shoot ,,
10374,several injure after gunman open fire san diego synagogue ,,
10375,four shot injure southern california chabad synagogue last day passover ,,
10376,another shooting sandiego synagogue ,,
10377,least 4 injured poway calif synagogue shoot police detain man question via ,,
10378,tim cook tweet condolence after chabad synagogue attack ,,
10379,poway synagogue shooter leave manifesto call president trump zionist anti white traitorous c cksucker ,,
10380,multiple people injure san diego synagogue shooting ,,
10381,shoot incident synagogue near san diego during passover man detain ,,
10382,break nbc san diego report off duty u s border patrol agent poway synagogue open fire suspect prevent attack significantly bad ,,
10383,one kill three injure attack poway synagogue police detain man question ,,
10384,one dead three injure synagogue shooting poway california ,,
10385,trump poway synagogue look like hate crime ,,
10386,injury report shoot california synagogue san diego sheriff ,,
10387,break update 19 year old adult white male san diego suspected shooter california synagogue official say ,,
10388,san diego police hold press brief poway synagogue shoot via ,,
10389,4 injure shoot san diego synagogue man detain police ,,
10390,synagogue shoot leave 1 dead 3 wound poway near san diego cnn ,,
10391,my prayer our community people chabad synagogue ,,
10392,poway synagogue shooter leave manifesto call president trump zionist anti white traitorous c cksucker via ,,
10393,synagogue shoot near san diego leave 1 dead 3 injured 19 year old arrest los angeles time ,,
10394,multiple people shoot attack poway synagogue police detain man question ,,
10395,man custody synagogue shooting california official say new york time via ,,
10396,1 dead 3 injure shoot san diego synagogue during passover celebration ,,
10397,shoot report near san diego area synagogue ,,
10398,one dead several injure shoot san diego area synagogue ,,
10399,four people hospitalize after shooting synagogue outside san diego where worshipper celebrate last day passover ,,
10400,time s happen synagogue san diego ,,
10401,police investigate shoot synagogue poway california ,,
10402,late shooting synagogue outside ,,
10403,own inspire hate legacy via ,,
