,content,categories,priority
7648,magnitude earthquake strike southeastern philippines geological survey say ,"['MultimediaShare', 'OriginalEvent', 'News']",Low
7649,bohol philippine ,"['Hashtags', 'OriginalEvent']",Low
7650,lord god keep people safe philippine ,"['Hashtags', 'Sentiment']",Low
7651,measure hit southern philippine say usgs ,"['Hashtags', 'OriginalEvent', 'News']",Low
7652,quake hit southern philippine ,"['MultimediaShare', 'OriginalEvent']",Low
7653,major earthquake hit philippine ,"['MultimediaShare', 'OriginalEvent']",Low
7654,earthquake hit philippine ,"['MultimediaShare', 'Hashtags', 'OriginalEvent']",Low
7655,major quake hit philippine ,['OriginalEvent'],Low
7656,break earthquake just hit bohol central philippine ,['OriginalEvent'],Low
7657,pacific ocean west philippine central visayas buenavista preliminary earthquake rep ,"['MultimediaShare', 'Hashtags']",Low
7658,least four kill building collapse after magnitude earthquake philippine near cebu official say ,"['MultimediaShare', 'OriginalEvent', 'News']",Low
7659,let u all pray earthquake victim hope everyone safe ,['Sentiment'],Low
7660,quake hit central philippine kill magnitude quake hit central philippine island kill ,"['MultimediaShare', 'OriginalEvent']",Low
7661,quake hit central philippine kill magnitude quake hit central philippine island kill ,"['MultimediaShare', 'OriginalEvent']",Low
7662,four kill philippine quake ,"['MultimediaShare', 'OriginalEvent']",Low
7663,quake philippine manila oct upi magnitude earthquake hit philippine tuesday mo ,"['MultimediaShare', 'OriginalEvent', 'News']",Low
7664,let u all pray earthquake victim hope everyone safe ,"['Hashtags', 'Sentiment']",Low
7665,quake strike near one philippine large city accord usgs reuters amp local medium report kill ,"['MultimediaShare', 'OriginalEvent', 'News']",Low
7666,magnitude quake strike accord usgs praying safety our our kababay ,"['Hashtags', 'OriginalEvent', 'Sentiment']",Low
7667,quake hit central philippine kill usa today ,"['MultimediaShare', 'OriginalEvent', 'News']",Low
7668,photo after shaky ,"['Hashtags', 'OriginalEvent']",Low
7669,god wag nio po clang papabayaan ,"['Hashtags', 'Sentiment']",Low
7670,people kill building collapse cebu philippine after earthquake per national disaster agency ,"['MultimediaShare', 'OriginalEvent', 'News']",Low
7671,earthquake hit philippines magnitude earthquake strike southeastern philippine tuesday ,"['MultimediaShare', 'OriginalEvent']",Low
7672,four kill building collapse after philippine quake disaster agency ,"['MultimediaShare', 'OriginalEvent', 'News']",Low
7673,earthquake hit philippines magnitude earthquake strike southeastern philippine tuesday ,"['MultimediaShare', 'OriginalEvent']",Low
7674,earthquake hit philippines magnitude earthquake strike southeastern philippine tuesday ,"['MultimediaShare', 'OriginalEvent']",Low
7675,pray safety people visayas st ,"['Hashtags', 'Sentiment']",Low
7676,earthquake measure magnitude hit central philippine kill four people official ,"['MultimediaShare', 'OriginalEvent', 'News']",Low
7677,four kill building collapse after philippine quake disaster agency ,"['MultimediaShare', 'OriginalEvent', 'News']",Low
7678,late deadly hit just over hour ago ,"['MultimediaShare', 'Hashtags', 'OriginalEvent', 'News']",Low
7679,felt sorry victim magnitude bohol philippine ,"['OriginalEvent', 'Sentiment']",Low
7680,boholano ofw like me walang ibang magawa sa ngayon kundi ang magdasal umiyak ,"['OriginalEvent', 'Sentiment']",Low
7681,california tsunami threat after earthquake philippine ,"['MultimediaShare', 'OriginalEvent', 'News']",Low
7682,radio report say magnitude quake kill least people central philippine ,"['MultimediaShare', 'Hashtags', 'OriginalEvent', 'News']",Low
7683,philippine radio report say mag quake kill least people central philippine ,"['MultimediaShare', 'Hashtags', 'OriginalEvent', 'News']",Low
7684,just find out happen saw picture church ruin ,['Irrelevant'],Low
7685,loboc church bohol ,['Sentiment'],Low
7686,philippine radio report say mag quake kill least people central more ,"['MultimediaShare', 'Hashtags', 'OriginalEvent', 'News']",Low
7687,break radio report say magnitude quake kill least people central philippine ,"['OriginalEvent', 'News']",Low
7688,please pray ,"['Hashtags', 'Sentiment']",Low
7689,send my prayer all affect magnitude earthquake just hit philippine ,"['OriginalEvent', 'Sentiment']",Low
7690,before anything else ,['Sentiment'],Low
7691,least people kill after hit central ,['OriginalEvent'],Low
7692,magnitude earthquake strike southeastern philippine say usgs via ,"['MultimediaShare', 'OriginalEvent', 'News']",Low
7693,mayor rama announce class both private public school until tomorrow via ,"['Official', 'Hashtags', 'OriginalEvent']",Low
7694,earthquake first time felt ,['Sentiment'],Low
7695,magnitude earthquake hit philippine cnn ,"['OriginalEvent', 'News']",Low
7696,please pray people philippine earthquake hit cebu surround area today two our staff ,"['OriginalEvent', 'Sentiment']",Low
7697,bible prophecy rapture earthquake philippine oct watch ,"['MultimediaShare', 'OriginalEvent', 'Sentiment']",Low
7698,magnitude earthquake hit philippine ,"['MultimediaShare', 'OriginalEvent', 'News']",Low
7699,retweet prayer ,['Sentiment'],Low
7700,sad sad sad news ,"['Hashtags', 'Sentiment']",Low
7701,major earthquake hit philippine ,"['MultimediaShare', 'OriginalEvent', 'News']",Low
7702,lord help u ,['Sentiment'],Low
7703,infographic map locate epicentre magnitude quake hit central philippine ,"['MultimediaShare', 'Factoid', 'OriginalEvent', 'News']",Low
7704,earthquake sse clarin philippine oct epicenter ago depth ,"['MultimediaShare', 'Factoid', 'News']",Low
7705,happen gaisano country mall ,"['Location', 'Hashtags', 'OriginalEvent', 'Sentiment']",Low
7706,emang di pilipina ada apaan min ,"['Hashtags', 'Sentiment']",Low
7707,let say our prayer affect earthquake ,"['Hashtags', 'Sentiment']",Low
7708,keepsafe ,['Hashtags'],Low
7709,yep search ll see church destroy earthquake ,"['OriginalEvent', 'Sentiment']",Low
7710,really heartbreaking ,"['Hashtags', 'OriginalEvent', 'Sentiment']",Low
7711,god good all time ,"['Hashtags', 'Sentiment']",Low
7712,earthquake go away don come again another day people want live peace ,"['Hashtags', 'Sentiment']",Low
7713,keep safe everyone ,['Sentiment'],Low
7714,quake jolt philippine ,"['MultimediaShare', 'OriginalEvent', 'News']",Low
7715,awwwww ,['Sentiment'],Low
7716,please spread word mga kababayan sa visayas please use information people need rescue ,"['Hashtags', 'OriginalEvent']",Medium
7717,loboc church bohol then now after magnitude earthquake just today cto ,"['MultimediaShare', 'Hashtags']",Low
7718,earthquake emerge major earthquake let u pray many life spar let u take stock how respond ,"['Hashtags', 'Sentiment']",Low
7719,just hear earthquake philippine hope everyone okay ,['Sentiment'],Low
7720,my relative okay naman ata ehh ,"['Hashtags', 'Sentiment']",Low
7721,meat vendor mandaue city public market kill after get bury debris via ,"['Hashtags', 'OriginalEvent', 'News']",Low
7722,my girl philippine earthquake today hope ok feel like worried mom ,['Sentiment'],Low
7723,please spread word mga kababayan sa visayas please use information people need rescue com ,"['Hashtags', 'OriginalEvent']",Low
7724,quake hit central philippine kill hindu ,"['OriginalEvent', 'News']",Low
7725,ang ganda ng gi ko pero pagbukas ko ng twitter trend ang earthquake magnitude sa bohol grabe ang lakas nun ,"['Hashtags', 'OriginalEvent', 'Sentiment']",Low
7726,magnitude earthquake hit central philippine kill four tsunami expect say official ,"['MultimediaShare', 'Factoid', 'OriginalEvent', 'News']",Low
7727,magnitude earthquake hit philippine ,"['MultimediaShare', 'OriginalEvent', 'News']",Low
7728,update six kill after hit southern photo ,"['MultimediaShare', 'Factoid', 'Hashtags', 'OriginalEvent', 'News']",Low
7729,huhuhu grabe kusuga sa linog bsan diare sa dipolog may gne wah ray nangaguba ,"['Hashtags', 'Sentiment']",Low
7730,stay safe everyone pray hope ,"['Hashtags', 'Sentiment']",Low
7731,dont tweet ,"['Hashtags', 'Sentiment']",Low
7732,daghana naguba sa tagbilaran oyy ,['Hashtags'],Low
7733,strong quake hit central philippine aftershock continue ,"['MultimediaShare', 'OriginalEvent', 'News']",Low
7734,ampo ug salig sa ginoo katawhan sa bohol ug cebu ,"['Hashtags', 'Sentiment']",Low
7735,just hear fleur my assistant philippine earthquake hit nearby bring down building ,"['MultimediaShare', 'OriginalEvent', 'News']",Low
7736,pagdasal po natin yung mga filipinos out ,"['Hashtags', 'Sentiment']",Low
7737,historical loboc church bohol before amp after god bless philippine ,"['MultimediaShare', 'Hashtags', 'OriginalEvent', 'Sentiment']",Low
7738,bale nagising ako kasi gumagalaw yung kama ko ,"['Hashtags', 'Sentiment']",Low
7739,even behind dark cloud sun still shine ,"['Hashtags', 'Sentiment']",Low
7740,year old loboc church bohol badly damage earthquake very heartbreaking ,"['MultimediaShare', 'Factoid', 'Hashtags', 'OriginalEvent', 'Sentiment']",Low
7741,baclayon church one old catholic church philippine build ,"['Factoid', 'Hashtags', 'OriginalEvent']",Low
7742,deadly quake strike philippines earthquake measure magnitude hit central philippine kill ,"['MultimediaShare', 'OriginalEvent', 'News']",Low
7743,over aftershock note too much ,"['Factoid', 'Hashtags', 'OriginalEvent', 'Sentiment']",Low
7744,grabe natulog lang ako andami ng nangyari ,"['Hashtags', 'Sentiment']",Low
7745,deadly quake strike philippine ,"['MultimediaShare', 'Factoid', 'OriginalEvent', 'News']",Low
7746,beyond imagination heart wrench ,"['MultimediaShare', 'Hashtags', 'OriginalEvent', 'Sentiment']",Low
7747,my prayer go all bohol cebu victim earthquake earlier ,"['Hashtags', 'OriginalEvent', 'Sentiment']",Low
7748,casualty now accord authority ,"['Factoid', 'Hashtags', 'OriginalEvent', 'News']",Low
7749,pati cebu aw aguy ,"['Hashtags', 'Sentiment']",Low
7750,strong quake shake central philippine kill manila philippine ap magnitude earthquake colla ,"['Factoid', 'OriginalEvent', 'News']",Low
7751,let pray visayas mindanao ,"['Hashtags', 'OriginalEvent', 'Sentiment']",Low
7752,luzon typhoon visayas earthquake mindanao war pray our dear philippine ,"['OriginalEvent', 'Sentiment']",Low
7753,terrible earthquake really make me feel super ,"['Hashtags', 'OriginalEvent', 'Sentiment']",Low
7754,keep me safe my god take refuge psalm ,"['Hashtags', 'OriginalEvent', 'Sentiment']",Low
7755,face any fear amp trial when know lord u ,"['Hashtags', 'OriginalEvent', 'Sentiment']",Low
7756,stay safe over adiks fellow filipino ,"['Hashtags', 'OriginalEvent', 'Sentiment']",Low
7757,earthquake strike cebu bohol october video pinoythinking ,"['MultimediaShare', 'Hashtags', 'OriginalEvent', 'News']",Low
7758,sto nino cebu ,"['Hashtags', 'OriginalEvent', 'Sentiment']",Low
7759,repost let all pray our safety ,"['MultimediaShare', 'Hashtags', 'OriginalEvent', 'Sentiment']",Low
7760,all mall closed mall assess damage open until further notice ,"['Factoid', 'Hashtags', 'OriginalEvent', 'News']",Low
7761,devastation nueva ecija due typhoon santi now earthquake cebu bohol ,"['Hashtags', 'OriginalEvent', 'Sentiment']",Low
7762,magnitude hit visayas aftershock casualty ,"['Factoid', 'Hashtags', 'OriginalEvent', 'Sentiment']",Low
7763,dead visayas quake yahoo philippine news ,"['MultimediaShare', 'Factoid', 'OriginalEvent', 'News']",Low
7764,official death toll rise magnitude quake central philippine official death toll rise ,"['MultimediaShare', 'OriginalEvent', 'News']",Low
7765,news major magnitude earthquake bohol cebu give me goosebumps let all ,"['Hashtags', 'OriginalEvent', 'Sentiment']",Low
7766,devastation nueva ecija due typhoon santi now earthquake cebu bohol ,"['Hashtags', 'OriginalEvent', 'Sentiment']",Low
7767,let all pray our kababayans affect earthquake god bless u ,"['Hashtags', 'OriginalEvent', 'Sentiment']",Low
7768,philippine earthquake hit cebu bohol ,"['MultimediaShare', 'OriginalEvent', 'News']",Low
7769,pray safety our brother sister cebu bohol ,"['Hashtags', 'OriginalEvent', 'Sentiment']",Low
7770,please keep everyone here your prayer deadly quake strike philippine ,"['MultimediaShare', 'OriginalEvent', 'News', 'Sentiment']",Low
7771,today baraka day lets pray safety our kababayans visayas ,"['Hashtags', 'OriginalEvent', 'Sentiment']",Low
7772,loon church bohol one big old church before after ,"['Hashtags', 'OriginalEvent']",Low
7773,bldgs brgy mambaling city damage via ,"['MultimediaShare', 'Hashtags', 'OriginalEvent', 'News']",Low
7774,pray affect earthquake philippine may godbless u ,['Sentiment'],Low
7775,pray our friend philippine affect magnitude quake scene tv heartbre ,"['OriginalEvent', 'Sentiment']",Low
7776,my thought prayer go out everyone affect earthquake lord help go through ,"['Hashtags', 'Sentiment']",Low
7777,earthquake video catch bohol philippine magnitude ,"['MultimediaShare', 'Hashtags', 'OriginalEvent']",Low
7778,magnitude earthquake hit philippine dead ,"['MultimediaShare', 'Factoid', 'OriginalEvent', 'News']",Low
7779,aftershock continue after strong quake hit philippine via philtimes ,"['MultimediaShare', 'OriginalEvent', 'News']",Low
7780,death toll rise least after magnitude quake collapse building crack road philippine ,"['MultimediaShare', 'Factoid', 'OriginalEvent']",Low
7781,certain thought prayer moment when whatever attitude body soul knee ,"['Hashtags', 'Sentiment']",Low
7782,death toll rise least after magnitude quake collapse building crack road philippine ,"['MultimediaShare', 'Factoid', 'OriginalEvent', 'News']",Low
7783,sana ok lang kayo ,"['Hashtags', 'Sentiment']",Low
7784,central philippine earthquake measure magnitude kill least people report say ,"['MultimediaShare', 'Factoid', 'OriginalEvent', 'News']",Low
7785,hello khunnie please pray earthquake victim here philippine ,"['OriginalEvent', 'Sentiment']",Low
7786,major quake hit philippine magnitude earthquake struck southeastern philippine tuesday th ,"['MultimediaShare', 'Factoid', 'News']",Low
7787,ok lang daw sila safe naman ,"['Hashtags', 'Sentiment']",Low
7788,pusong pinoy makakaahon din tayo pilipino pa ,"['Hashtags', 'Sentiment']",Low
7789,heard earthquake philippine tht true okay ,"['OriginalEvent', 'Sentiment']",Low
7790,na daw namatay sa cebu dahil sa lindol ,"['Hashtags', 'OriginalEvent', 'Sentiment']",Low
7791,glad get see church bohol before ruin earthquake ,"['Hashtags', 'OriginalEvent', 'Sentiment']",Low
7792,least dead philippine quake cebu philippine oct upi powerful earthquake meas ,"['MultimediaShare', 'Factoid', 'Hashtags', 'OriginalEvent', 'News']",Low
7793,fire water now earth keep safe everyone see sign ,"['Hashtags', 'OriginalEvent', 'Sentiment']",Low
7794,jus heard tha cebu amp bohol earthquake intensity neva think would happen eva ,"['Hashtags', 'Discussion', 'Irrelevant']",Low
7795,god good god protect keep safe everyone ,"['Sentiment', 'Irrelevant']",Low
7796,earthquake magnitude leyte philippine october utc ,"['MultimediaShare', 'Factoid']",Low
7797,my heart go out all people experience horrible earthquake bohol let pray god bless ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7798,earthquake update nnw maribojoc philippine ,"['Factoid', 'News', 'Irrelevant']",Low
7799,hope all well your family just hear news earthquake philippine ,"['Sentiment', 'Irrelevant']",Low
7800,deeply sadden quake visayas my prayer go all our brother cebu bohol ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7801,magnitude earthquake hit philippine ,"['Factoid', 'News']",Low
7802,earthquake strike tourist island central philippine magnitude earthquake strike central ,"['Factoid', 'Irrelevant']",Low
7803,god good god protect keep safe everyone ,"['FirstPartyObservation', 'Hashtags', 'Sentiment', 'Irrelevant']",Low
7804,my fellow kababayans let ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7805,let guys prayer anything ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7806,coast guard station suspend vessel out bound cebu due aftershocks every minute interval ,"['Factoid', 'Hashtags']",Low
7807,earthquake central phillippines just earthquake hit central philippine more ,"['Factoid', 'Irrelevant']",Low
7808,muslim holiday save much life keep safe everyone ,"['Sentiment', 'Irrelevant']",Low
7809,take care cebu bohol ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7810,my prayer everyone affect earthquake cebu ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7811,mga kakababayan sa bohol cebu ingat kayo diyan god bless cebu boho ,['Hashtags'],Low
7812,bohol island philippine earthquake leave multiple people dead read more ,['Discussion'],Low
7813,another earthquake damn send all my love prayer philippine hopefully amp more major aftersh ,"['Sentiment', 'Irrelevant']",Low
7814,measure struck island popular tourist tuesday ,"['Hashtags', 'Discussion']",Low
7815,nag s si earthshaker sa bohol cebu ,['Sentiment'],Low
7816,least dead after magnitude earthquake strike central philippine ,"['FirstPartyObservation', 'Factoid']",Low
7817,dead magnitude earthquake hit philippine ,['Factoid'],Low
7818,sana okay lang ang ating mga kababayan dyan ,['Sentiment'],Low
7819,sana po okey lang si lola tita yung mga pinsan ko ,"['Hashtags', 'Sentiment']",Low
7820,magnitude earthquake strike southeastern philippine say usgs ,"['Factoid', 'Discussion']",Low
7821,pray family least dead after earthquake strike central philippine ,"['Factoid', 'Sentiment']",Low
7822,stay strong visayas ,"['Sentiment', 'Irrelevant']",Low
7823,cebu bohol area affect earthquake sayang ang mga historical church na gumuho ,"['Hashtags', 'Discussion']",Low
7824,all my support family victim due terrible earthquake hit central philippine today ,"['Sentiment', 'Discussion']",Low
7825,godbless people cebu bohol ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7826,let all pray cebu bohol ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7827,deadly quake hit philippine ,"['News', 'Irrelevant']",Low
7828,earthquake record philippine bohol province ,"['MultimediaShare', 'Factoid', 'News']",Low
7829,update least kill philippine magnitude earthquake ,"['MultimediaShare', 'Hashtags', 'News']",Low
7830,iamkimpisiao ,"['MultimediaShare', 'Hashtags', 'Sentiment', 'Irrelevant']",Low
7831,philippine earthquake kill up magnitude ,"['Factoid', 'Irrelevant']",Low
7832,twitter dara ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7833,waaah buti na lang talaga walang nasaktan sa mga relatives namin ,"['Hashtags', 'Sentiment']",Low
7834,dear god please protect people visayas mindanao hop re safe thank alixia ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7835,news major quake shake central philippine kill ,"['Factoid', 'Hashtags', 'Irrelevant']",Low
7836,magnitude earthquake hit philippine ,"['Factoid', 'Irrelevant']",Low
7837,golden anniversary basilica help restore our beloved sto de basilica ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7838,chocolate hill bohol after omg ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7839,here complete story ,"['Hashtags', 'News']",Low
7840,mgdasal ndi un nangyaya mgretweet ng ,"['Hashtags', 'Sentiment']",Low
7841,dead magnitude earthquake hit philippine ,['Factoid'],Low
7842,lord please keep safe ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7843,beyond imagination heart wrench ,"['MultimediaShare', 'Sentiment', 'Irrelevant']",Low
7844,our heart prayer all affect ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7845,orange earthquake alert magnitude depth philippine utc people wi ,"['MultimediaShare', 'Factoid']",Low
7846,least kill after magnitude earthquake hit philippine ,['Factoid'],Low
7847,philippine earthquake least dead yahoo news uk via ,"['MultimediaShare', 'Factoid', 'News']",Low
7848,stay strong cebu bohol may god bless all ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7849,church must collapse save u harm sto nino thank keep u safe let u continue pray ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7850,magnitude earthquake topples down historic building church philippine magnitude quake ,['Factoid'],Low
7851,bohol earthquake destroys century old church ,['Factoid'],Low
7852,guy read please go long night aftershock keep coming get strong ,['Sentiment'],Low
7853,let all pray right now philippine affect earthquake ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7854,may catholic pero sayang ung mga church na nasira ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7855,ambot mapa bench lang ko buas ,"['Hashtags', 'Sentiment']",Low
7856,after shock kaloka scary ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7857,thought amp prayer people cebu iloilo amp all central visayas devastating ,"['Sentiment', 'Discussion', 'Irrelevant']",Low
7858,happen ,"['MultimediaShare', 'Hashtags', 'Sentiment']",Low
7859,mindanao philippine ,['Factoid'],Low
7860,break police raise death toll earthquake central philippine ,"['Factoid', 'News']",Low
7861,red cross emergency number chapter amp bohol chapter ,['Hashtags'],Low
7862,update least kill after quake hit southern philippine ,['Factoid'],Low
7863,update police raise death toll earthquake central philippine ,['Factoid'],Low
7864,confirm dead visayas earthquake ,['Factoid'],Low
7865,aww ung bohol na pangarap kong puntaha nasira na ,['Hashtags'],Low
7866,prayer people philippine affect magnitude earthquake hope all safe ,"['Sentiment', 'Irrelevant']",Low
7867,death toll major earthquake central philippine jump ctv news ctv newsdeath toll major ,"['MultimediaShare', 'Factoid']",Low
7868,kamong tanan dinha sa cebu ug bohol god bless ug unta safe mangampo ta sa atong ginoo ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7869,please pray safety everyone cebu bohol ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7870,philippine ,"['Hashtags', 'News', 'Discussion']",Low
7871,kill magnitude earthquake rattle philippines indian express ,['Factoid'],Low
7872,heartbreaking ,"['MultimediaShare', 'Sentiment', 'Irrelevant']",Low
7873,tsunami threat hawaii after quake near philippine strong earthquake shake area off coast ,"['Factoid', 'News']",Low
7874,tonight let forget mga kapamilya ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7875,earthquake nnw san isidro philippine tuesday october utc tuesday october ,['Factoid'],Low
7876,least people now report dead after magnitude earthquake central philippine ,"['Factoid', 'News']",Low
7877,please ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7878,my prayer go out people affect earthquake ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7879,historical loboc church bohol before amp after god bless philippine ,"['MultimediaShare', 'Hashtags', 'Sentiment', 'Irrelevant']",Low
7880,dear earthquake my god big than ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7881,death toll strong earthquake philippine rise magnitude quake hit tourist island bohoi ,"['Factoid', 'News']",Low
7882,heartbreaking ,"['MultimediaShare', 'Hashtags', 'Sentiment', 'Irrelevant']",Low
7883,guy let pray our sistres brother visayas experience magnitude earthquake morning ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7884,where my gene come ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7885,bangkok post gt death toll philippine quake jump death toll magnitude earthquake ,"['Factoid', 'News']",Low
7886,lord tulungan nyo po ang mga kapatid namin sa visayas keep safe place amp secure your love presence ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7887,church make people unwavering faith structure may fall our faith still live ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7888,mmda team help rescue work quake batter area bohol cebu ,"['Factoid', 'Hashtags']",Low
7889,cebu city pop mile epicentre quake ,"['Factoid', 'Hashtags']",Low
7890,death toll philippine quake jump via ,"['MultimediaShare', 'Factoid', 'News']",Low
7891,least dead church destroy earthquake hit philippine ,"['Factoid', 'News']",Low
7892,church destroy because god too busy protect our home forget protect ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7893,please pray suffer philippine earthquake like help peace team already ,"['Sentiment', 'Irrelevant']",Low
7894,toll rise philippine earthquake ,"['Factoid', 'Irrelevant']",Low
7895,magnitude earthquake hit near sarangani philippine watch ,['Factoid'],Low
7896,church destroy because god too busy protect our home forget protect ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7897,update more than kill building damage after quake hit southern philippine ,"['MultimediaShare', 'Factoid', 'News']",Low
7898,least people kill philippine earthquake ,"['MultimediaShare', 'Factoid', 'News']",Low
7899,staff volunteer action follow magnitude earthquake philippine ifrc via ,['Factoid'],Low
7900,update least kill after magnitude philippine ,"['MultimediaShare', 'Factoid', 'News']",Low
7901,luzon typhoon visayas earthquake mindanao war pray our dear philippine ,"['Sentiment', 'Irrelevant']",Low
7902,number dead earthquake hit central now building collapse bridge road damage ,"['Factoid', 'Hashtags', 'News']",Low
7903,best weapon prayer ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7904,major earthquake strike central philippine ,"['MultimediaShare', 'Factoid', 'News']",Low
7905,ang dam simbahan kalsada mga gusali ang nasira dahil sa malakas na lindol ,['Hashtags'],Low
7906,philippine quake toll rise watch video yahoo news philippine via ,"['News', 'Discussion']",Low
7907,go okay ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7908,hope all my friend family safe ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7909,let u all god help get through ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7910,dozen die philippine after powerful earthquake quake whose magnitude report before bei ,"['Factoid', 'Discussion']",Low
7911,touch sight find morning after quake ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7912,beat ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7913,just read news earthquake philippine let pray inspirits ,"['MultimediaShare', 'Hashtags', 'Sentiment']",Low
7914,matter how many trial come our way remember god u every step every day ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7915,pray heal recovery restoration all victim magnitude earthquake ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7916,hey dear hear earthquake philippine terrible hope fine ,"['Sentiment', 'Discussion', 'Irrelevant']",Low
7917,grabe andaming aftershock ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7918,deadly quake strike philippine ,"['MultimediaShare', 'Irrelevant']",Low
7919,deep condolence all people pass injure magnitude quake today cebu philippine ,"['MultimediaShare', 'Sentiment', 'Irrelevant']",Low
7920,crew begin quake cleanup philippine rescue crew begin cleanup effort after devastate earthquake ,"['Factoid', 'CleanUp']",Low
7921,let u pray our brother sister ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7922,earthquake strike tourist island central philippine ,['Discussion'],Low
7923,guy before go sleep please dont forget remember prayer very powerful camille ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7924,ingat sa mga kathtropa natin jan sa cebu lalo na kay ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7925,negro cebu region philippine ,['Factoid'],Low
7926,dozen kill after earthquake hit philippine ,"['MultimediaShare', 'Hashtags', 'News']",Low
7927,earnestly still cebu bohol god good ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7928,let retweet ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7929,sa lahat ng vicerylle baby sa lahat ng mga regular na tao dito sa visayas ingat kayo ingat tayo ,['Sentiment'],Low
7930,least people dead after earthquake hit central philippine fox news via ,"['MultimediaShare', 'Factoid', 'Hashtags', 'News']",Low
7931,all go down thank lord still alive looong day goodnight ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7932,yun puso ko para sa loon church ,"['Hashtags', 'Sentiment']",Low
7933,pray philippine magnitude earthquake strike morning ,"['Factoid', 'Sentiment', 'Irrelevant']",Low
7934,philippine earthquake death toll now ,['Factoid'],Low
7935,nakakalungkot malamang puro simbahan ang nasira ng lindol ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7936,major earthquake strike central philippine new york time ,"['MultimediaShare', 'Irrelevant']",Low
7937,before sleep please ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7938,grabe pala yung nangyari sa bohol cebu hope okay yung mga kamaganak namin dun sa cebu god bless everyone ,"['Hashtags', 'Sentiment']",Low
7939,bohol fault accident medyo natawa lang ako dun ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7940,prayer philippine peace ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7941,dozen dead magnitude earthquake hit philippine ,"['MultimediaShare', 'Factoid', 'Irrelevant']",Low
7942,deadly quake strike philippine dozen dead after magnitude earthquake rock central philippine ,"['MultimediaShare', 'Factoid', 'News']",Low
7943,all photo our ruined province make me want cry ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7944,pray em least kill magnitude earthquake hit philippine ,"['Factoid', 'Hashtags', 'News', 'Sentiment', 'Irrelevant']",Low
7945,dear god please help u amen ,"['Hashtags', 'Sentiment', 'Irrelevant']",Low
7946,earthquake nueva vida sur philippine oct epicenter ago tagbilaran depth http ,"['Factoid', 'News', 'Irrelevant']",Low
7947,major earthquake strike central philippine new york time ,"['Factoid', 'Hashtags', 'Irrelevant']",Low
7948,bohol island philippine earthquake earthquake strike philippines cctv video raw cctv watch ,"['MultimediaShare', 'Factoid', 'Irrelevant']",Low
